,Date,To,From,To is contributor?
53933,02-2019,learyg,liubenyuan,contributer
53934,02-2019,learyg,iftekhar-hc,contributer
53935,02-2019,learyg,silky,contributer
53936,02-2019,learyg,ajmalrasi,contributer
53937,02-2019,learyg,nd1511,contributer
53938,02-2019,learyg,Sehaba95,contributer
53939,02-2019,learyg,sriharshavenugopal,contributer
53940,02-2019,learyg,korymath,contributer
53941,02-2019,learyg,mixacom,contributer
53942,02-2019,learyg,northeast250,contributer
53943,02-2019,learyg,tshrjn,contributer
53944,02-2019,learyg,ograndoptimist,contributer
53945,02-2019,learyg,larroy,contributer
53946,02-2019,drewszurko,angusshire,contributer
53947,02-2019,drewszurko,seans84,contributer
53948,02-2019,drewszurko,verejava,contributer
53949,02-2019,mrry,avsm,contributer
53950,02-2019,mrry,elsmorian,contributer
53951,02-2019,mrry,wh5a,contributer
53952,02-2019,mrry,samoht,contributer
53953,02-2019,mrry,axiomsofchoice,contributer
53954,02-2019,mrry,ms705,contributer
53955,02-2019,mrry,bcully,contributer
53956,02-2019,mrry,smowton,contributer
53957,02-2019,mrry,vramiro,contributer
53958,02-2019,mrry,alexras,contributer
53959,02-2019,mrry,wuxb45,contributer
53960,02-2019,mrry,ZubairNabi,contributer
53961,02-2019,mrry,ananos,contributer
53962,02-2019,mrry,ICGog,contributer
53963,02-2019,mrry,gagomes,contributer
53964,02-2019,mrry,hunslater,contributer
53965,02-2019,mrry,seanjensengrey,contributer
53966,02-2019,mrry,npapak,contributer
53967,02-2019,mrry,Fangang,contributer
53968,02-2019,mrry,liangran10000,contributer
53969,02-2019,mrry,rjnn,contributer
53970,02-2019,mrry,dijkstracula,contributer
53971,02-2019,mrry,pgplus1628,contributer
53972,02-2019,mrry,acm7,contributer
53973,02-2019,mrry,mcanthony,contributer
53974,02-2019,mrry,alexbw,contributer
53975,02-2019,mrry,hammer,contributer
53976,02-2019,mrry,aboood142910,contributer
53977,02-2019,mrry,aidangomez,contributer
53978,02-2019,mrry,webmaven,contributer
53979,02-2019,mrry,maurycy,contributer
53980,02-2019,mrry,HamedMP,contributer
53981,02-2019,mrry,bjou,contributer
53982,02-2019,mrry,carpedm20,contributer
53983,02-2019,mrry,passiweinberger,contributer
53984,02-2019,mrry,eblincow,contributer
53985,02-2019,mrry,PeytonsProfile,contributer
53986,02-2019,mrry,WilliamElts,contributer
53987,02-2019,mrry,dongjoon-hyun,contributer
53988,02-2019,mrry,vmonaco,contributer
53989,02-2019,mrry,ffmpbgrnn,contributer
53990,02-2019,mrry,ido,contributer
53991,02-2019,mrry,IrwanBello,contributer
53992,02-2019,mrry,krzysztof-magosa,contributer
53993,02-2019,mrry,weidezhang,contributer
53994,02-2019,mrry,escherba,contributer
53995,02-2019,mrry,anilshanbhag,contributer
53996,02-2019,mrry,po0ya,contributer
53997,02-2019,mrry,dmrd,contributer
53998,02-2019,mrry,kishankedia,contributer
53999,02-2019,mrry,dkorolev,contributer
54000,02-2019,mrry,JinXinDeep,contributer
54001,02-2019,mrry,gakarak,contributer
54002,02-2019,mrry,XingxingZhang,contributer
54003,02-2019,mrry,SuriyaaKudoIsc,contributer
54004,02-2019,mrry,amit-chahar,contributer
54005,02-2019,mrry,gobrewers14,contributer
54006,02-2019,mrry,buddyhello,contributer
54007,02-2019,mrry,kenzan8000,contributer
54008,02-2019,mrry,333caowei,contributer
54009,02-2019,mrry,toxtli,contributer
54010,02-2019,mrry,ljk628,contributer
54011,02-2019,mrry,sabersf,contributer
54012,02-2019,mrry,erlv,contributer
54013,02-2019,mrry,aannhh,contributer
54014,02-2019,mrry,gnawice,contributer
54015,02-2019,mrry,BarzinM,contributer
54016,02-2019,mrry,giranntu,contributer
54017,02-2019,mrry,cgao3,contributer
54018,02-2019,mrry,perone,contributer
54019,02-2019,mrry,zozo123,contributer
54020,02-2019,mrry,eduOS,contributer
54021,02-2019,mrry,erfannoury,contributer
54022,02-2019,mrry,alexdrk,contributer
54023,02-2019,mrry,singhranjodh,contributer
54024,02-2019,mrry,shaya118,contributer
54025,02-2019,mrry,wp-lai,contributer
54026,02-2019,mrry,catree,contributer
54027,02-2019,mrry,fengsterooni,contributer
54028,02-2019,mrry,eddy023,contributer
54029,02-2019,mrry,tomtung,contributer
54030,02-2019,mrry,LJ001,contributer
54031,02-2019,mrry,tusharsoni08,contributer
54032,02-2019,mrry,kopopt,contributer
54033,02-2019,mrry,larissa95,contributer
54034,02-2019,mrry,monajalal,contributer
54035,02-2019,mrry,tongda,contributer
54036,02-2019,mrry,zakizhou,contributer
54037,02-2019,mrry,LiamHe,contributer
54038,02-2019,mrry,kocabey,contributer
54039,02-2019,mrry,alainrichardt,contributer
54040,02-2019,mrry,brunoklein99,contributer
54041,02-2019,mrry,snnn,contributer
54042,02-2019,mrry,franciscogo,contributer
54043,02-2019,mrry,silky,contributer
54044,02-2019,mrry,DjangoPeng,contributer
54045,02-2019,mrry,robsonpeixoto,contributer
54046,02-2019,mrry,stevenybw,contributer
54047,02-2019,mrry,frischzenger,contributer
54048,02-2019,mrry,seanpmorgan,contributer
54049,02-2019,mrry,yxlao,contributer
54050,02-2019,mrry,RogerBorras,contributer
54051,02-2019,mrry,messcode,contributer
54052,02-2019,mrry,pobingwanghai,contributer
54053,02-2019,mrry,LinJM,contributer
54054,02-2019,mrry,zzxx-husky,contributer
54055,02-2019,mrry,f133030,contributer
54056,02-2019,mrry,martiansideofthemoon,contributer
54057,02-2019,mrry,CJEQ,contributer
54058,02-2019,mrry,willdzeng,contributer
54059,02-2019,mrry,jangsoopark,contributer
54060,02-2019,mrry,leftnoteasy,contributer
54061,02-2019,mrry,joelhandwell,contributer
54062,02-2019,mrry,dapurv5,contributer
54063,02-2019,mrry,ArmandGiraud,contributer
54064,02-2019,mrry,vairamuthusky,contributer
54065,02-2019,mrry,yangsuo123,contributer
54066,02-2019,mrry,yangsuo,contributer
54067,02-2019,mrry,sleepdeprivation,contributer
54068,02-2019,mrry,drufat,contributer
54069,02-2019,mrry,belotti-rmit,contributer
54070,02-2019,mrry,maddyonline,contributer
54071,02-2019,mrry,priyathamkat,contributer
54072,02-2019,mrry,maryamnn,contributer
54073,02-2019,mrry,youngerong,contributer
54074,02-2019,mrry,hmishra2250,contributer
54075,02-2019,mrry,dukebw,contributer
54076,02-2019,mrry,pzz2011,contributer
54077,02-2019,mrry,MudeLin,contributer
54078,02-2019,mrry,azwadsabik,contributer
54079,02-2019,mrry,erinjerri,contributer
54080,02-2019,mrry,kevinking,contributer
54081,02-2019,mrry,kammitama5,contributer
54082,02-2019,mrry,santiagomota,contributer
54083,02-2019,mrry,SalemAmeen,contributer
54084,02-2019,mrry,shiguowang,contributer
54085,02-2019,mrry,viswanathk,contributer
54086,02-2019,mrry,sidgoyal78,contributer
54087,02-2019,mrry,zhangqianhui,contributer
54088,02-2019,mrry,mwee-a16z,contributer
54089,02-2019,mrry,khcs,contributer
54090,02-2019,mrry,hc7shin,contributer
54091,02-2019,mrry,andykernahan,contributer
54092,02-2019,mrry,mhbashari,contributer
54093,02-2019,mrry,SerialDev,contributer
54094,02-2019,mrry,biochaos,contributer
54095,02-2019,mrry,manuzhang,contributer
54096,02-2019,mrry,FrankWork,contributer
54097,02-2019,mrry,mrnameless123,contributer
54098,02-2019,mrry,kumaranvpl,contributer
54099,02-2019,mrry,CharlesShang,contributer
54100,02-2019,mrry,limberc,contributer
54101,02-2019,mrry,vsuriya93,contributer
54102,02-2019,mrry,Techlucy,contributer
54103,02-2019,mrry,liuyuan11,contributer
54104,02-2019,mrry,muyixiang,contributer
54105,02-2019,mrry,NikhilDoWhile,contributer
54106,02-2019,mrry,AjayTalati,contributer
54107,02-2019,mrry,szleper,contributer
54108,02-2019,mrry,shad0wind,contributer
54109,02-2019,mrry,corvinux,contributer
54110,02-2019,mrry,SujieZhu,contributer
54111,02-2019,mrry,rohit7033,contributer
54112,02-2019,mrry,Daoling,contributer
54113,02-2019,mrry,johndpope,contributer
54114,02-2019,mrry,yashverma1702,contributer
54115,02-2019,mrry,hackerrdave,contributer
54116,02-2019,mrry,mjaber01,contributer
54117,02-2019,mrry,luiscape,contributer
54118,02-2019,mrry,nrupatunga,contributer
54119,02-2019,mrry,DavidoRotho,contributer
54120,02-2019,mrry,somnathrakshit,contributer
54121,02-2019,mrry,vonclites,contributer
54122,02-2019,mrry,applenob,contributer
54123,02-2019,mrry,TRUST-TECH-LABS,contributer
54124,02-2019,mrry,dengyuning,contributer
54125,02-2019,mrry,suryaavala,contributer
54126,02-2019,mrry,fangy,contributer
54127,02-2019,mrry,chaolinyi,contributer
54128,02-2019,mrry,ddtm,contributer
54129,02-2019,mrry,dattatele,contributer
54130,02-2019,mrry,lewiszhao,contributer
54131,02-2019,mrry,malomarrec,contributer
54132,02-2019,mrry,wikichang,contributer
54133,02-2019,mrry,jaykodeveloper,contributer
54134,02-2019,mrry,Faur,contributer
54135,02-2019,mrry,jonbaer,contributer
54136,02-2019,mrry,rogerguess,contributer
54137,02-2019,mrry,chunyang-wen,contributer
54138,02-2019,mrry,ScorpioCPH,contributer
54139,02-2019,mrry,cfregly,contributer
54140,02-2019,mrry,ag8,contributer
54141,02-2019,mrry,JulienSiems,contributer
54142,02-2019,mrry,zhuangh,contributer
54143,02-2019,mrry,KevinHock,contributer
54144,02-2019,mrry,LujunWeng,contributer
54145,02-2019,mrry,johnvika,contributer
54146,02-2019,mrry,suiyuan2009,contributer
54147,02-2019,mrry,j-min,contributer
54148,02-2019,mrry,Kismuz,contributer
54149,02-2019,mrry,Zumbalamambo,contributer
54150,02-2019,mrry,byronyi,contributer
54151,02-2019,mrry,gemire,contributer
54152,02-2019,mrry,horance-liu,contributer
54153,02-2019,mrry,nfultz,contributer
54154,02-2019,mrry,975248927,contributer
54155,02-2019,mrry,blaine12100,contributer
54156,02-2019,mrry,deepjedi,contributer
54157,02-2019,mrry,nolanliou,contributer
54158,02-2019,mrry,lovetimil,contributer
54159,02-2019,mrry,slevental,contributer
54160,02-2019,mrry,chuanjiangluo,contributer
54161,02-2019,mrry,zenvendof,contributer
54162,02-2019,mrry,Duane321,contributer
54163,02-2019,mrry,RuhuaJiang,contributer
54164,02-2019,mrry,seppemans,contributer
54165,02-2019,mrry,mvsusp,contributer
54166,02-2019,mrry,buptzzl,contributer
54167,02-2019,mrry,javadhelali,contributer
54168,02-2019,mrry,ombg,contributer
54169,02-2019,mrry,Lee425,contributer
54170,02-2019,mrry,jayhpark530,contributer
54171,02-2019,mrry,utkrist,contributer
54172,02-2019,mrry,Jerry3062,contributer
54173,02-2019,mrry,mesmesgit,contributer
54174,02-2019,mrry,digvijayky,contributer
54175,02-2019,mrry,charlesreid1,contributer
54176,02-2019,mrry,munavircp,contributer
54177,02-2019,mrry,philferriere,contributer
54178,02-2019,mrry,sraskar,contributer
54179,02-2019,mrry,GongXinyuu,contributer
54180,02-2019,mrry,iftekhar-hc,contributer
54181,02-2019,mrry,khashf,contributer
54182,02-2019,mrry,cuavin,contributer
54183,02-2019,mrry,Ouwen,contributer
54184,02-2019,mrry,nttuyenx,contributer
54185,02-2019,mrry,abrbrazj,contributer
54186,02-2019,mrry,robertodvr777,contributer
54187,02-2019,mrry,AckClinkz,contributer
54188,02-2019,mrry,yupbank,contributer
54189,02-2019,mrry,citlacom,contributer
54190,02-2019,mrry,JW-CHEN,contributer
54192,02-2019,mrry,azhagarsparks,contributer
54193,02-2019,mrry,jatinjindalj,contributer
54194,02-2019,mrry,fdb,contributer
54195,02-2019,mrry,frandres,contributer
54196,02-2019,mrry,rizwanishaq,contributer
54197,02-2019,mrry,ming616,contributer
54198,02-2019,mrry,edvardHua,contributer
54199,02-2019,mrry,yaomingshr,contributer
54200,02-2019,mrry,georgesterpu,contributer
54201,02-2019,mrry,behyjoon,contributer
54202,02-2019,mrry,creativesh,contributer
54203,02-2019,mrry,ttungl,contributer
54204,02-2019,mrry,djgorman,contributer
54205,02-2019,mrry,bretcarpenter,contributer
54206,02-2019,mrry,namrata-ibm,contributer
54207,02-2019,mrry,headupinclouds,contributer
54208,02-2019,mrry,wzhu5,contributer
54209,02-2019,mrry,sankethvedula,contributer
54210,02-2019,mrry,lijiangguo,contributer
54211,02-2019,mrry,Separius,contributer
54212,02-2019,mrry,FrankSzn,contributer
54213,02-2019,mrry,unbalancedparentheses,contributer
54214,02-2019,mrry,crufkasav,contributer
54215,02-2019,mrry,abab219,contributer
54216,02-2019,mrry,springyyko,contributer
54217,02-2019,mrry,Yeolar,contributer
54218,02-2019,mrry,marz869,contributer
54219,02-2019,mrry,fepegar,contributer
54220,02-2019,mrry,awav,contributer
54221,02-2019,mrry,ydp,contributer
54222,02-2019,mrry,milanfeind,contributer
54223,02-2019,mrry,Comm3,contributer
54224,02-2019,mrry,zhongxing9006,contributer
54225,02-2019,mrry,dineshsonachalam,contributer
54226,02-2019,mrry,mohomran,contributer
54227,02-2019,mrry,godrxz,contributer
54228,02-2019,mrry,maxim5,contributer
54229,02-2019,mrry,netist,contributer
54230,02-2019,mrry,j30206868,contributer
54231,02-2019,mrry,luxiaolei,contributer
54232,02-2019,mrry,z744364418p,contributer
54233,02-2019,mrry,rky0930,contributer
54234,02-2019,mrry,sadimanna,contributer
54235,02-2019,mrry,robotwanggit,contributer
54236,02-2019,mrry,ppaquette,contributer
54237,02-2019,mrry,michaelshiyu,contributer
54238,02-2019,mrry,torgebo,contributer
54239,02-2019,mrry,salemmohammed,contributer
54240,02-2019,mrry,Amir-Arsalan,contributer
54241,02-2019,mrry,xiaozhuchacha,contributer
54242,02-2019,mrry,robertlugg,contributer
54243,02-2019,mrry,cfsmile,contributer
54244,02-2019,mrry,firojalam,contributer
54245,02-2019,mrry,bigtreeljc,contributer
54246,02-2019,mrry,PiyushDatta,contributer
54247,02-2019,mrry,DrDavidEllison,contributer
54248,02-2019,mrry,Medha08,contributer
54249,02-2019,mrry,vincentfung13,contributer
54250,02-2019,mrry,sidk2496,contributer
54251,02-2019,mrry,whbrewer,contributer
54252,02-2019,mrry,vanhuyz,contributer
54253,02-2019,mrry,hadyrashwan,contributer
54254,02-2019,mrry,ricardosardenberg,contributer
54255,02-2019,mrry,aagusuab,contributer
54256,02-2019,mrry,ivan-aksamentov,contributer
54257,02-2019,mrry,calum-mcg,contributer
54258,02-2019,mrry,kr-ish,contributer
54259,02-2019,mrry,lmatz,contributer
54260,02-2019,mrry,laurent-george,contributer
54261,02-2019,mrry,djovanoski,contributer
54262,02-2019,mrry,ThomasBonderup,contributer
54263,02-2019,mrry,MrGoogol,contributer
54264,02-2019,mrry,maduhpsi,contributer
54265,02-2019,mrry,frogoscar,contributer
54266,02-2019,mrry,thzhao,contributer
54267,02-2019,mrry,yjhjstz,contributer
54268,02-2019,mrry,dozcoded,contributer
54269,02-2019,mrry,fgr1986,contributer
54270,02-2019,mrry,MicKot,contributer
54271,02-2019,mrry,mikedukiddie,contributer
54272,02-2019,mrry,nairouz,contributer
54273,02-2019,mrry,upendra2017,contributer
54274,02-2019,mrry,NiloofarAzizi,contributer
54275,02-2019,mrry,abediny,contributer
54276,02-2019,mrry,arozans,contributer
54277,02-2019,mrry,algorythmik,contributer
54278,02-2019,mrry,jpayoung,contributer
54279,02-2019,mrry,anshulrai,contributer
54280,02-2019,mrry,riless,contributer
54281,02-2019,mrry,luomai,contributer
54282,02-2019,mrry,jhwjhw0123,contributer
54283,02-2019,mrry,haddis3,contributer
54284,02-2019,mrry,harsha0908,contributer
54286,02-2019,mrry,ahmedkrmn,contributer
54287,02-2019,mrry,rohit10000,contributer
54288,02-2019,mrry,wmylxmj,contributer
54289,02-2019,mrry,shilpa-ananth,contributer
54290,02-2019,mrry,wydhcws,contributer
54291,02-2019,mrry,akshayuppal3,contributer
54292,02-2019,mrry,Kuo-TingKai,contributer
54293,02-2019,mrry,JonathanParra,contributer
54294,02-2019,mrry,geyuxiao,contributer
54295,02-2019,mrry,bill1316,contributer
54296,02-2019,mrry,tataganesh95,contributer
54297,02-2019,mrry,yyq263,contributer
54298,02-2019,mrry,Anouar7995,contributer
54299,02-2019,mrry,wtttttt123,contributer
54300,02-2019,mrry,mayankchatteron1,contributer
54301,02-2019,mrry,elboerto,contributer
54302,02-2019,mrry,CrossEntropy,contributer
54303,02-2019,mrry,Oneal65,contributer
54305,02-2019,mrry,AzizCode92,contributer
54306,02-2019,mrry,u10116032,contributer
54307,02-2019,mrry,jgmize,contributer
54308,02-2019,mrry,mengzi869,contributer
54309,02-2019,mrry,ysabhi1993,contributer
54310,02-2019,mrry,Ayazhan,contributer
54311,02-2019,mrry,mark-meyer,contributer
54312,02-2019,mrry,SeoulBlockchain,contributer
54313,02-2019,mrry,royluis,contributer
54314,02-2019,mrry,pranav-vempati,contributer
54315,02-2019,mrry,keithtmccartney,contributer
54316,02-2019,mrry,HunarAA,contributer
54317,02-2019,mrry,xieydd,contributer
54318,02-2019,mrry,chapter09,contributer
54319,02-2019,mrry,SteveYang1,contributer
54320,02-2019,mrry,ShuyuanCao,contributer
54321,02-2019,mrry,musicrainie,contributer
54322,02-2019,mrry,Anirudh257,contributer
54323,02-2019,mrry,luckmoon,contributer
54324,02-2019,mrry,nd1511,contributer
54325,02-2019,mrry,Lispre,contributer
54326,02-2019,mrry,cuongpm,contributer
54327,02-2019,mrry,bschreck,contributer
54328,02-2019,mrry,nikolayvoronchikhin,contributer
54329,02-2019,mrry,fwapy,contributer
54330,02-2019,mrry,BigPotatoPeng,contributer
54331,02-2019,mrry,chechunaidu,contributer
54332,02-2019,mrry,Sehaba95,contributer
54333,02-2019,mrry,ocampor,contributer
54334,02-2019,mrry,koenhelwegen,contributer
54335,02-2019,mrry,ravijp,contributer
54336,02-2019,mrry,qiang2008,contributer
54337,02-2019,mrry,priyankurs,contributer
54338,02-2019,mrry,legatoo,contributer
54339,02-2019,mrry,xiaodeaux,contributer
54340,02-2019,mrry,shohbek,contributer
54341,02-2019,mrry,batermj,contributer
54342,02-2019,mrry,seizononeed,contributer
54343,02-2019,mrry,trollyxia,contributer
54344,02-2019,mrry,nguyensinhtu,contributer
54345,02-2019,mrry,mmuratarat,contributer
54346,02-2019,mrry,ms-darshan,contributer
54347,02-2019,mrry,ZhangYuef,contributer
54348,02-2019,mrry,KevenLee229,contributer
54349,02-2019,mrry,laetitiaoist,contributer
54350,02-2019,mrry,marksunpeng,contributer
54351,02-2019,mrry,indrekru,contributer
54352,02-2019,mrry,tzsmurf,contributer
54353,02-2019,mrry,StanWang798,contributer
54354,02-2019,mrry,777ki,contributer
54355,02-2019,mrry,AnujaySaraf,contributer
54356,02-2019,mrry,StewartTsai,contributer
54357,02-2019,mrry,jjmstars,contributer
54358,02-2019,mrry,cmrfrd,contributer
54359,02-2019,mrry,calelin,contributer
54360,02-2019,mrry,Nitinsiwach,contributer
54361,02-2019,mrry,jay137,contributer
54362,02-2019,mrry,prateeksingh0001,contributer
54363,02-2019,mrry,szr22,contributer
54364,02-2019,mrry,samholt,contributer
54365,02-2019,mrry,mohamed-ali,contributer
54366,02-2019,mrry,aartighatkesar,contributer
54367,02-2019,mrry,tuttlebr,contributer
54368,02-2019,mrry,cloudtwter,contributer
54369,02-2019,mrry,sunhao12121,contributer
54370,02-2019,mrry,dimimal,contributer
54371,02-2019,mrry,ystyst,contributer
54372,02-2019,mrry,mjsML,contributer
54373,02-2019,mrry,Dmitriy-Vas,contributer
54374,02-2019,mrry,jpatanooga,contributer
54375,02-2019,mrry,Twanneman,contributer
54376,02-2019,mrry,LendisFabri,contributer
54377,02-2019,mrry,xames3,contributer
54378,02-2019,mrry,tricoffee,contributer
54379,02-2019,mrry,conorjamesrogers,contributer
54380,02-2019,mrry,zaq1tomo,contributer
54381,02-2019,mrry,xtluo-ai,contributer
54382,02-2019,mrry,zhenyulin,contributer
54383,02-2019,mrry,SInnget,contributer
54384,02-2019,mrry,lijameshao,contributer
54385,02-2019,mrry,TimmyFan,contributer
54386,02-2019,mrry,MichaelMMeskhi,contributer
54387,02-2019,mrry,karlind,contributer
54388,02-2019,mrry,roymiles,contributer
54389,02-2019,mrry,yuchenlin,contributer
